framenr,kanji,keyword,public,last_edited,story
1444,緒,"thong",0,2019-01-16 08:45:24,"A thong is no more than a *thread* used by *someone* as underwear!"
1445,続,"continue",0,2019-01-16 08:49:39,"The samurai continues to *sell* stuff door-to-door. Today, he's *selling* knitted representations of the king *threaded* by hand!"
1446,絵,"picture",0,2019-01-16 09:47:34,"There's never a picture of Spiderman meeting Peter Parker... I wonder why?"
1447,統,"overall",0,2019-01-16 08:58:46,"According to Greek mythology, there's a *thread* *alloted* to everyone, and its length is the overall determinant of your fate."
1448,絞,"strangle",0,2019-01-16 09:02:15,"*Mingle* with my girl and I will strangle you to death with a single *thread*."
1449,給,"salary",0,2019-01-16 09:08:33,"Salarymen all get nice suits *threaded* to *fit* their size."
1450,絡,"entwine",0,2019-01-16 09:09:34,"When threads become entwined, *each* *thread* is tangled to another."
1451,結,"tie",0,2019-01-16 09:15:18,"To nail that job interview, the dude wore a piece of thread known as a tie for good luck"
1452,終,"end",0,2019-01-16 09:17:24,"The thread of life begins with the spring and ends with the winter."
1453,級,"class",0,2019-01-16 09:20:30,"*Spider-Man reaches out* to every class, rich and poor"
1454,紀,"chronicle",0,2019-01-16 09:21:16,"worst fan fiction ever....SPIDERMAN joins the CHRONICLES of narnia to battle a big SNAKE!!"
1455,紅,"crimson",0,2019-01-17 09:54:08,"After *Spider-Man* is whacked in the head with a *I-beam*, crimson blood flows from the wound"
1456,納,"settlement",0,2019-01-17 10:00:49,"*Spider-Man* finally reached a settlement for *insider* trading in the *thread* market."
1457,紡,"spinning",0,2019-01-17 10:02:38,"*Spiderman* can #spin# his webs in any *direction* of the compass."
1458,紛,"distract",0,2019-01-17 10:07:55,"*Spiderman* distracted the villain to split him up into tiny *pieces*."
1459,紹,"introduce",0,2019-01-17 10:10:54,"Spiderman seduces all the girls he's introduced to."
1460,経,"sutra",0,2019-01-17 10:17:26,"The word ‘sutra’ literally means a rope or thread that holds things together.  Here we see that it is a *spool* that is holding the *threads* together."
1461,紳,"sire",0,2019-01-17 10:20:05,"*Spiderman* has become so obsessed with *monkeys* to the point where he visit the zoo daily to visit the *monkeys* and addresses them as sire."
1462,約,"promise",0,2019-01-17 10:26:32,"I promise to make a *ladle* out of the *thread* you provided me."
1463,細,"dainty",0,2019-01-17 10:29:43,"*Spider-Man* used to just be a dainty, *brainy* nerd."
1464,累,"accumulate",0,2019-01-21 17:11:38,"Spiderman accumulated enough power to lift a whole rice field."
1465,索,"cord",0,2019-01-17 10:40:05,"*Spiderman* helped out at the *chapel* plugging in power cords Sunday morning."
1466,総,"general",0,2019-01-17 10:42:20,"*Spiderman* has become a symbol of peace for the general *public* and calms their *hearts* knowing that the city is safe."
1467,綿,"cotton",0,2019-01-17 10:44:43,"Peter Parker bought some new *white* COTTON *towels*, but he put them in the laundry with his bold red and blue *Spider-Man* outfit. Needless to say, the COTTON *towels* were no longer *white*."
1468,絹,"silk",0,2019-01-17 10:48:54,"Silk used to be the preferred *thread* for stitching *openings* in *flesh*"
1469,繰,"winding",0,2019-01-17 10:55:03,"Newspapers (*wooden goods*) are usually #winded# by *threads*."
1470,継,"inherit",0,2019-01-18 11:56:55,"*Spiderman* got *hooked* on the *rice* wine that was inherited to him by Uncle Ben."
1471,緑,"green",0,2019-01-18 12:02:26,"Spiderman enjoys the *green* tea served at the *rice* ceremony. Especially the part with the little whisk *broom*."
1472,縁,"affinity",0,2019-01-18 12:05:18,"Spiderman, though genuinely a good person, had an affinity for beating *pigs* with a *broom*.  (I know it's random, but the mental picture is both vivid and hilarious)"
1473,網,"netting",0,2019-01-18 12:13:23,"Sadly, sometimes #nettings# are *threaded* so strong, the net gets caught like a *hood* on an animal's *horns*, and stays there until the poor thing *perishes*."
1474,緊,"tense",0,2019-01-18 12:18:43,"*Spiderman* tensed up, knowing his villain tonight is a *prostitute*."
1475,紫,"purple",0,2019-01-18 12:22:27,"*Spiderman* lodged a *spoon* in his villian's throat and *stopped* fighting when his face turned purple."
1476,縛,"truss",0,2019-01-18 12:28:07,"A rigid framework, as of wooden beams or metal bars, designed to support a structure, such as a roof.

*Peter Parker* reported having back pain to his *acupuncturist*. Little did his *acupuncturist* know, he was flung into the a *truss* of a bridge hours ago."
1477,縄,"straw rope",0,2019-01-18 12:31:45,"*Spiderman* grabbed onto what he thought was a straw rope, but it actually a *bunch of electric eels* tied together."
1478,幼,"infancy",0,2019-01-18 12:34:00,"A butterfly is in infancy until it has enough *power* to break out of its *cocoon*."
1479,後,"behind",0,2019-01-18 12:38:30,"Better get *going*, there's a *cocoon* on *walking legs* behind us!"
1480,幽,"faint",0,2019-01-18 12:39:52,"We had only a faint view of the mountains. Their peaks were wrapped in faint cocoons of mist."
1481,幾,"how many",0,2019-01-18 12:44:35,"Let's use an #abacus# to count how many *cocoons* one *person* can eat at the *fiesta*. (いくら)."
1482,機,"mechanism",0,2019-01-18 12:47:14,"An *abacus* is a mechanism made of *wood* used to calculate *how many* 'anythings'"
1483,畿,"capital suburbs",0,2019-01-18 12:50:05,"*How many brains* does it take to run the capital suburbs?"
1484,玄,"mysterious",0,2019-01-18 12:52:18,"There was this mysterious guy at the Halloween party. No one knew what he dressed up as, but he looked like a *cocoon* wearing a *top hat*."
1485,畜,"livestock",0,2019-01-21 15:40:25,"This *mysterious* *rice field* grows not only rice, but livestock too! Picture little pigs and chickens growing right out of the ground, among the rice plants. How bizarre!"
1486,蓄,"amass",0,2019-01-21 15:46:21,"The *mysterious rice field* that's been growing *livestock* has amassed such a cult following while the farm's *flower* patch has gone unnoticed."
1487,弦,"bowstring",0,2019-01-21 15:48:31,"The kanji for bow mysteriously misses its bowstring."
1488,擁,"hug",0,2019-01-21 15:51:41,"A *mysterious* *turkey* with human *finger*s wants to hug me... I will never go to Tokyo Disneyland again!"
1489,滋,"nourishing",0,2019-01-21 15:57:28,"*Water* is *doubly mysterious*.  It`s in all our nourishment...and yet, it`s really not nourishing at all."
1490,慈,"mercy",0,2019-01-21 16:03:02,"The human *heart* is *doubly mysterious* for the way it puts mercy above itself.  (thanks to various others)"
1491,磁,"magnet",0,2019-01-21 16:04:54,"A magnet is a *stone* with *two mysterious* sides that attract and repel."
1492,系,"lineage",0,2019-01-21 16:09:58,"Spiderman`s lineage can be found in his DNA with a drop of blood.  The villain that gets blood of     Spidey will be able to find out who his family and lineage is.  be carfeful spidey..."
1493,係,"person in charge",0,2019-01-21 16:14:57,"Ultimately, the person in charge of *yarn* production is the person in charge of exports, *Obama*."
1494,孫,"grandchild",0,2019-01-21 16:18:08,"Your #grandchild# is the *child* not from you, but from your *lineage*."
1495,懸,"suspend",0,2019-01-21 16:20:34,"In a very racist *prefecture* of Japan, they screen everyone's *DNA*. If they find out you are of a different *lineage*, they rip out your *heart* and suspend it in the Hall of Shame."
1496,遜,"modest",0,2019-01-21 16:26:55,"He wasn't at all modest when telling us about his *grandchildren* - ""They're all on the *road* to success"" he said."
1497,却,"instead",0,2019-01-21 16:31:11,"When our online means of communication are *gone*, we will instead use *stamps* to mail letters."
1498,脚,"shins",0,2019-01-21 16:33:54,"shins are the *part of the body* that Japanese traditionally sit on *instead* of their asses."
1499,卸,"wholesale",0,2019-01-21 16:39:21,"Back in the day when stamps didn't exist, wholesales were transported by horses that left footprints"
1500,御,"honorable",0,2019-02-17 21:45:29,"Honorable mentions go to the guy who didn't try to cut in front of the *line* at the *wholesale* stamp store. (Imagine just how much honor it takes facing those long lines at the post office!)"
1501,服,"clothing",0,2019-01-22 09:17:48,"Modern clothing shows a lot of *flesh* -- some is practically no more than a *postage stamp* covering your *crotch*!"
1502,命,"fate",0,2019-01-22 09:19:56,"When you're born, your fate is measured, *fitted*, and *stamped* onto your soul. Good luck defying it."
1503,令,"orders",0,2019-01-22 09:25:09,"At the *meeting*, the president signed executive orders with a *chop-seal*."
1504,零,"zero",0,2019-01-22 09:28:34,"when it *rained*, *orders* fell to zero"
1505,齢,"age",0,2019-01-22 09:33:04,"If you look at someone's *teeth* and see what teeth are missing and in what *order*, you could probably estimate what age they are."
1506,冷,"cool",0,2019-01-22 09:35:21,"To keep your water cool, just *order* some *ice*."
1507,領,"jurisdiction",0,2019-01-22 09:40:36,"*Orders* are given by the *head* person in any jurisdiction."
1508,鈴,"small bell",0,2019-01-22 09:44:36,"Some restaurants and hotels have a #small# *metal* #bell# to call for someone to take customers' *orders*."
1509,勇,"courage",0,2019-01-22 09:49:16,"After showing sufficient courage, the young *male* gets a マ marked on their forehead with a hanko, to show they are now a マン."
1510,湧,"bubble up",0,2019-01-22 09:53:24,"There's something #bubbling up# in the *water*. It takes *courage* to jump in to found out what it is."
1511,通,"traffic",0,2019-01-22 09:58:54,"They have built a new *road* downtown. It bypasses all the traffic. If your papers have been *chop seal*ed, you can *utilize* it."
1512,踊,"jump",0,2019-01-22 10:03:40,"The winner of the long jump event in the Special Olympics was disqualified after it was discovered that he had replaced his *wooden leg* with a *pogo-stick*   -- a disability becomes a performance-enhancing cheat!"
1513,疑,"doubt",0,2019-01-22 10:06:00,"A short poem entitled ""Question Everything"": Doubt the *spoon*, / Doubt the *dart*, /  Doubt the *chop-seal* on *Noah's Ark*."
1514,擬,"mimic",0,2019-01-22 10:09:08,"I *doubt* you can mimic all these animals with just your *fingers*."
1515,凝,"congeal",0,2019-01-29 09:26:31,"I *doubt* that the jello would congeal sitting on the counter,  so I placed it in the *ice*box."
1516,範,"pattern",0,2019-01-29 09:31:09,"Soon, we will be able to purchase *bamboo* and *cars* with the pattern on our fingertips, our *fingerprints*."
1517,犯,"crime",0,2019-01-29 09:33:11,"Crimes can often be solved using the tools of *dogs* and *fingerprints*."
1518,氾,"widespread",0,2019-01-29 09:36:53,"There is a widespread issue with *fingerprint* sensors: they do not work if the fingers are *wet*."
1519,厄,"unlucky",0,2019-01-29 09:39:11,"Seeing some *fingerprints* at the edge of a *cliff*, I wondered who that unlucky person was."
1520,危,"dangerous",0,2019-01-29 09:44:21,"Dangerous. If you live a dangerous life, eventually you're *bound* to get *unlucky*."
1521,宛,"address",0,2019-01-29 09:51:10,"For the primitive: This is a hi-tech Japanese mailbox, it automatically lights up in the evening, and has a bio-metric fingerprint scanner.

At an address, you'll find a *house* and a *mailbox*."
1522,腕,"arm",0,2019-01-29 09:55:12,"When you are *address*ed, you raise your *flesh*y arm, ""はい!"""
1523,苑,"garden",0,2019-01-29 10:00:12,"It is common to see a tiny garden of *flowers* surrounding a *mailbox*."
1524,怨,"grudge",0,2019-01-29 10:04:15,"I couldn't drop my #grudge# against him. So I put a severed pig's *heart* in his *mailbox*. He got the message."
1525,柳,"willow",0,2019-01-29 10:08:15,"A willow *tree* looks like it has *receipts* and *stamps* hanging off it."
1526,卵,"egg",0,2019-01-29 10:09:43,"The *Easter Bunny* dropped an #egg# on my desk and got yolk all over my *receipts* and *stamps*."
1527,留,"detain",0,2019-01-29 10:14:02,"Got a *receipt* for that *dagger*, son? If not, we're going to #detain# you and send you to work in the *rice fields*."
1528,瑠,"marine blue",0,2019-01-29 10:17:14,"“The *king* has been *detained* by some marines!” 
“How do you know they were marines?” 
“Because they were wearing marine blue.”"
1529,貿,"trade",0,2019-01-29 10:20:58,"Here is my *receipt* and here is my *dagger*. Now give me my *money* back! Isn't that a fair trade?"
1530,印,"stamp",0,2019-01-30 08:33:12,"If the stamp doesn't stick, *staple* it on there."
1531,臼,"mortar",0,2019-01-30 08:36:07,"The mortar and pestle is used to break apart the *sun's* goods."
1532,毀,"break",0,2019-01-30 08:41:32,"You'll break everything down to *dirt* if you use *mortars* or *missiles*."
1533,興,"entertain",0,2019-01-30 08:46:42,"Back then, you could entertain someone with a *mortar* and pestle. He could spend hours playing with the *same tool*."
1534,酉,"sign of the bird",0,2019-01-30 08:49:32,"If you take my *whiskey bottle* from me, I'll show you a sign of the bird."
1535,酒,"sake",0,2019-01-30 08:51:54,"Sake is just *water*ed down *whiskey*"
1536,酌,"bartending",0,2019-01-30 08:54:57,"At the local pub, their bartending practices are unusual. They serve the *whiskey* by pouring it from a *ladle*, like one would from the punch bowl."
1537,酎,"hooch",0,2019-01-30 09:02:15,"Low-quality sake is made with WHISKEY and GLUE to make HOOCH"
1538,酵,"fermentation",0,2019-01-30 09:04:33,"In a family of alcoholics, *filial piety* is saving the more #fermented# *whiskey* for the elders."
